id,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,target
40,0,0,1,0,0,0,0,2,0,5,0,0,6,0,0,1,0,7,0,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,3,1,0,0,8,0,3,5,0,0,0,0,0,0,1,0,Class_3
41,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,1,4,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,1,7,0,0,0,1,0,0,0,1,0,6,1,Class_2
42,0,0,1,0,1,0,0,3,0,1,0,0,0,0,1,3,0,6,0,0,0,0,0,0,0,1,0,7,4,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,Class_3
43,0,0,0,0,1,0,0,0,0,1,0,3,3,0,8,0,0,0,0,0,0,1,0,0,8,0,0,1,0,0,0,6,0,0,4,0,0,1,2,1,1,0,0,0,0,1,2,0,0,0,Class_2
44,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,1,0,0,Class_3
45,0,0,0,0,0,0,1,0,9,0,0,0,0,0,7,1,0,0,0,33,0,0,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,Class_2
46,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,9,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,Class_2
47,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,3,1,0,0,0,3,0,0,0,Class_1
48,0,0,0,12,0,0,1,0,0,0,0,3,2,0,2,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,1,Class_3
49,0,0,0,0,0,0,2,4,1,2,0,0,0,0,4,0,0,1,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,1,0,0,0,1,Class_2
50,3,0,0,0,0,0,2,0,1,2,0,0,0,0,3,1,0,0,0,0,0,0,0,1,3,0,0,0,2,0,1,2,0,0,2,0,0,1,5,0,0,0,0,2,0,0,0,0,0,0,Class_2
51,0,0,0,1,0,0,0,7,2,0,0,1,0,0,23,0,0,1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,3,0,Class_3
52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,0,0,0,0,0,0,0,0,0,0,0,2,0,5,5,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,3,0,0,Class_1
53,0,0,0,0,0,0,0,0,3,0,0,0,1,0,11,1,0,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,1,4,1,0,1,0,1,0,0,0,5,1,1,0,0,0,1,Class_3
54,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,0,0,9,0,0,0,1,0,0,0,0,0,0,0,Class_3
55,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,Class_2
56,0,0,0,4,0,0,0,0,0,4,0,0,3,0,0,1,0,1,1,0,0,0,0,0,5,0,0,0,2,0,0,0,0,1,1,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,Class_2
57,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,0,Class_2
58,0,0,0,0,0,0,0,5,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,1,16,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Class_2
59,0,0,0,0,0,0,1,3,0,1,0,2,1,0,0,4,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,4,0,0,0,4,0,2,1,1,0,0,0,1,0,0,2,Class_2
60,4,0,0,1,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,7,2,0,0,0,0,Class_2
61,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,Class_2
62,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,1,0,20,0,0,0,0,0,0,0,19,0,9,1,1,0,0,0,0,0,1,2,Class_3
63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,7,0,1,0,0,4,0,0,3,0,0,0,0,6,0,0,0,2,0,0,0,0,0,2,Class_1
64,1,0,0,0,0,0,0,0,0,0,1,2,0,2,1,0,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,1,0,0,0,0,0,0,0,Class_2
65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,27,0,0,0,0,4,0,0,0,0,0,0,Class_3
66,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,8,3,0,0,0,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,Class_2
67,0,0,0,0,0,0,0,10,0,2,0,0,0,0,1,2,0,3,0,11,0,1,0,0,0,2,0,0,3,0,0,1,0,0,0,0,0,1,1,0,2,0,0,0,0,0,1,0,0,0,Class_2
68,0,0,0,2,0,0,0,3,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,Class_3
69,0,7,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,Class_2
70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,1,0,0,0,1,5,0,0,0,0,0,0,4,0,0,0,17,0,0,7,0,4,0,0,0,0,0,0,0,0,0,Class_2
71,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,Class_2
72,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,4,1,0,1,1,0,0,0,0,0,0,0,0,Class_4
73,0,0,0,3,0,0,0,0,1,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Class_3
74,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,2,0,0,0,4,0,0,0,0,0,16,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,Class_3
75,0,0,0,6,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,10,2,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,Class_3
76,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,7,1,1,2,1,0,0,0,2,0,0,0,0,2,0,0,7,0,6,0,0,0,3,7,0,4,0,0,0,0,0,1,0,0,0,Class_2
77,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Class_1
78,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,2,1,0,Class_1
79,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,1,0,Class_2
80,0,0,0,1,0,0,0,2,2,0,0,0,0,0,10,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,Class_1
81,0,0,0,1,0,0,3,0,0,0,0,0,0,0,2,3,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Class_2
82,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,13,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Class_3
83,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,1,0,1,0,0,0,6,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,1,0,Class_2
84,0,1,1,0,17,0,0,1,1,0,0,0,0,0,4,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,Class_1
85,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,Class_2
86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Class_2
87,0,0,0,0,10,0,1,2,3,0,0,0,0,0,15,1,0,1,0,28,1,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,1,1,4,1,0,0,0,0,0,0,0,0,1,Class_1
88,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,0,0,0,1,0,0,6,0,0,0,1,0,0,15,0,0,0,0,0,0,0,1,0,0,0,Class_2
89,0,0,0,0,0,1,5,5,0,3,1,0,0,0,10,0,0,2,2,5,0,0,0,0,2,0,0,0,5,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,Class_4
90,0,0,1,0,0,0,5,1,0,0,0,0,0,0,4,0,0,0,0,1,0,2,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,2,1,0,0,0,0,0,0,0,Class_2
91,0,0,0,0,0,0,0,4,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Class_4
92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,11,0,4,0,0,0,0,0,6,0,0,0,1,0,0,0,16,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Class_2
93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,8,0,Class_2
94,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5,0,1,0,0,16,0,0,0,0,0,1,0,0,3,4,0,8,0,0,0,1,0,0,0,0,0,0,0,2,4,0,0,0,Class_2
95,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,0,0,0,1,3,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,Class_4
96,0,0,0,0,0,0,9,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,9,Class_2
97,0,0,0,0,0,0,0,0,1,6,0,0,1,0,2,8,0,0,0,1,0,0,0,0,0,2,7,0,0,0,0,0,0,4,2,2,0,0,15,0,3,0,0,0,0,0,0,0,3,0,Class_2
98,0,0,0,0,0,0,0,5,0,1,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,0,2,1,0,0,0,0,0,0,Class_2
99,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0,0,0,0,12,0,0,0,0,0,0,0,0,4,0,0,0,3,2,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,Class_2
100,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4,3,0,0,2,0,0,0,0,0,5,2,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,5,Class_2
101,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,Class_2
102,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,6,0,2,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,Class_4
103,0,0,0,0,2,1,0,0,1,2,1,0,1,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,12,0,0,0,Class_2
104,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,Class_1
105,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,1,0,0,0,4,0,0,0,0,1,0,Class_2
106,0,0,0,2,1,0,2,5,0,2,1,0,0,0,1,0,0,2,0,0,0,0,0,14,0,1,0,0,3,0,0,0,0,0,18,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,Class_1
107,0,0,0,0,0,0,0,0,1,0,0,0,0,0,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,2,4,0,1,0,0,3,0,0,0,0,1,Class_3
108,0,2,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,8,0,0,4,0,0,0,1,0,0,0,0,0,0,0,Class_2
109,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,0,0,0,0,0,0,0,19,6,0,5,0,0,0,0,1,Class_2
110,0,0,0,6,0,0,0,4,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,22,0,0,3,0,0,0,0,0,0,1,2,0,0,0,Class_4
111,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1,0,0,0,0,16,1,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,Class_2
112,0,0,0,1,0,0,1,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Class_2
113,1,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,8,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,Class_3
114,0,0,0,0,0,0,11,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,-1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,Class_2
115,0,0,0,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,1,0,1,Class_3
116,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,Class_2
117,0,0,1,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,13,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,Class_2
118,0,0,0,0,0,0,1,0,4,0,0,0,2,0,0,0,0,1,0,13,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,4,0,3,0,0,0,0,0,0,0,0,0,1,0,1,Class_1
119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Class_1
120,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,1,8,1,0,0,0,0,0,0,0,1,0,1,0,8,2,1,0,0,0,0,0,0,1,2,0,0,0,1,0,2,0,Class_2
121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,1,0,1,Class_2
122,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6,1,0,0,1,0,0,16,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Class_4
123,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Class_2
124,0,0,0,2,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,2,Class_2
125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,2,0,1,1,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,Class_2
